小类编码,小类名称,商品单价
151813,利乐砖乳酸菌,5.5
200903,绵白糖,6.8
130801,现制蒸类,6
220799,其他糖果,4.5
220513,香瓜子,4.9
120104,花果,2.58
120106,菌菇类,16.8
301606,手帕纸,15.9
220106,钙奶,3.9
120104,花果,6.56
230901,国产黄啤,2.9
120104,花果,9.6
220799,其他糖果,51.8
100101,鲜猪肉,27.8
120107,有机蔬菜,5
120104,花果,5.8
221002,吸吸冻,3
220208,散称糕点,51.6
120101,叶菜,6.56
120201,豆腐,1.5
120101,叶菜,5.8
120105,鲜调味,5.98
201112,槽/醉料,5.9
200601,散称白米,5.58
120109,其它蔬菜,7.96
150501,冷藏原味酸乳,14.9
120101,叶菜,5.8
110107,贝蛤类,30
220107,酥性,19.6
152101,新鲜蛋品,19.2
230705,乳酸菌饮料,2.7
151501,肉片/串类,38.9
120204,豆干豆皮,7.76
130801,现制蒸类,6
220513,香瓜子,6.9
221202,无糖休闲食品,24
120501,咸菜干货,2
200902,功能盐,2.8
301301,成人牙膏,4.9
110201,冷冻海鱼,7.98
120102,根茎,7.8
120109,其它蔬菜,7.96
120301,柑桔柚类,10
120102,根茎,5.56
120313,其它水果,10
120105,鲜调味,15.6
120104,花果,5.8
100402,分割鸡件,35.8
120101,叶菜,12
120106,菌菇类,6.56
120204,豆干豆皮,7.76
210301,咖啡,15.3
120102,根茎,16
201302,辣酱,7.7
210504,藕/葛藤粉,18.9
100101,鲜猪肉,27.8
120104,花果,1.6
301801,日用卫生巾,4.3
301801,日用卫生巾,5.7
152101,新鲜蛋品,6.78
120104,花果,1.98
152101,新鲜蛋品,6.78
100402,分割鸡件,17.6
120109,其它蔬菜,24
120104,花果,1.98
120104,花果,9.6
120101,叶菜,2.56
120101,叶菜,5.56
120104,花果,5.8
150501,冷藏原味酸乳,14.9
210302,炼乳,12.9
230101,可乐型,4.9
152101,新鲜蛋品,19.8
200501,挂面,8.5
200502,杂粮挂面,9.9
220607,豆干类,3.5
220607,豆干类,1.3
310901,微波/保鲜盒,9
120306,桃/李类,31.8
220302,袋装薯片,2.3
120104,花果,1.6
210202,包装茶,4.7
301301,成人牙膏,19.9
200905,红糖,5.7
201399,其他调味酱,11.3
100101,鲜猪肉,27.8
120104,花果,9.6
210107,全脂奶粉,39.9
300604,洗衣皂,2.9
301802,夜用卫生巾,8.7
200906,冰糖,5.9
120105,鲜调味,6.56
152101,新鲜蛋品,6.78
120104,花果,6.56
120106,菌菇类,16.8
130201,卤制畜类,56
120102,根茎,5
151701,猪肉火腿肠,9.7
152101,新鲜蛋品,6.78
152101,新鲜蛋品,6.78
220603,禽肉,1.2
151803,利乐砖营养奶,3.8
120101,叶菜,5.6
130803,现制烙类,1
151701,猪肉火腿肠,9.7
201306,甜面/豆瓣酱,3.7
151501,肉片/串类,35.7
130803,现制烙类,1
130803,现制烙类,1
151809,百利包纯奶,2.1
220513,香瓜子,5.3
220902,夹心巧克力,13.5
200201,牛肉口味,17.3
150101,香肠类,2
200102,猪肉口味,3
201401,榨菜,0.5
100404,调味鸡肉,19.6
120101,叶菜,3.96
152101,新鲜蛋品,6.78
300802,润发护发,14.9
231404,预调酒,13.8
301303,成人牙刷,2.9
200601,散称白米,5.58
220605,鱼类,55.8
120106,菌菇类,16.8
130801,现制蒸类,0.5
300801,洗发水,41.9
200607,杂粮,6.98
220405,山楂,25.8
301301,成人牙膏,12.9
100101,鲜猪肉,27.8
120105,鲜调味,9.6
151803,利乐砖营养奶,76
300206,餐具清洁剂,4.3
120103,芽菜,1.48
130801,现制蒸类,6
201104,其他酱油,25.3
200807,调理粉,7.3
152101,新鲜蛋品,78
210202,包装茶,7.7
120309,进口水果,17.6
200706,红枣,13.3
220208,散称糕点,27.8
220402,枣,49.8
201111,料酒,6.7
220202,蛋糕,4.9
230304,植物蛋白饮料,15.9
130801,现制蒸类,6
220204,沙琪玛,14.3
120301,柑桔柚类,2
120105,鲜调味,15.6
130201,卤制畜类,72
120201,豆腐,1.5
200101,牛肉口味,3
120101,叶菜,1.96
120105,鲜调味,9.6
120105,鲜调味,15.6
220607,豆干类,1.3
220607,豆干类,1.3
120204,豆干豆皮,9.96
220106,钙奶,3.9
151002,三鲜水饺,31.7
120101,叶菜,3.96
220904,牛奶巧克力,13.5
201102,生抽酱油,1.9
151199,其它馄饨,7.3
201302,辣酱,11.7
201305,芥末酱,6.9
210505,核桃粉/糊,60.3
120101,叶菜,2.56
120102,根茎,3.96
120104,花果,5.8
100101,鲜猪肉,27.8
100101,鲜猪肉,29.8
220302,袋装薯片,3.5
220202,蛋糕,5.9
120102,根茎,3.96
120106,菌菇类,9
120105,鲜调味,15.6
120105,鲜调味,9.6
120102,根茎,7.8
201499,其它酱菜,11.8
120102,根茎,3.96
301801,日用卫生巾,6.7
120102,根茎,4
120313,其它水果,30
120102,根茎,5.56
231404,预调酒,13.8
201401,榨菜,1.7
201401,榨菜,1.7
120101,叶菜,5.6
220709,玩具糖,7.9
220202,蛋糕,8.9
152101,新鲜蛋品,6.78
220106,钙奶,2.9
152101,新鲜蛋品,6.78
201401,榨菜,0.5
120102,根茎,2.56
120104,花果,2.58
220607,豆干类,1.3
120105,鲜调味,6.56
151399,其它包子馒头,14.3
120102,根茎,2.56
120102,根茎,56
120104,花果,2.58
200299,其他袋装面组,5.9
120104,花果,2.58
120104,花果,1.98
130803,现制烙类,1
220104,曲奇,6.9
220403,梅,3
220605,鱼类,1
120102,根茎,3.96
220111,趣味/休闲,4.7
230705,乳酸菌饮料,3.3
220701,硬糖,12.9
120104,花果,7.96
120102,根茎,7.6
201103,凉拌酱油,18.9
220108,粗粮/蔬菜,6.7
220108,粗粮/蔬菜,6.7
201104,其他酱油,8.9
231102,普通低度白酒,9.7
120107,有机蔬菜,5
120101,叶菜,1.96
120306,桃/李类,31.8
120101,叶菜,5.6
231601,国产省内香烟,22
120101,叶菜,5.6
120101,叶菜,2.56
150501,冷藏原味酸乳,15.9
120101,叶菜,6.56
300602,洗衣液,14.9
120101,叶菜,5.8
120102,根茎,1.8
151803,利乐砖营养奶,76
210507,冲调食品礼盒,59.3
120104,花果,1.98
120201,豆腐,2
100102,猪下水,19.8
231601,国产省内香烟,22
150505,冷藏营养酸乳,11.9
300601,洗衣粉,19.9
120104,花果,5.8
150501,冷藏原味酸乳,6
120101,叶菜,6
120102,根茎,5
221202,无糖休闲食品,24
120104,花果,2.58
120102,根茎,3.96
220302,袋装薯片,3.5
300604,洗衣皂,10.9
200603,常规面粉,25.9
200604,糯米粉,7.9
120201,豆腐,2.96
130801,现制蒸类,6
220104,曲奇,13.9
220607,豆干类,2.6
200501,挂面,4.7
200601,散称白米,4.2
201105,香醋,7.9
120106,菌菇类,16.8
150504,冷藏乳酸菌,11
220906,果仁巧克力,39.8
310901,微波/保鲜盒,12
311801,手套,8
220402,枣,6.2
210202,包装茶,7.7
220405,山楂,25.8
151806,利乐枕加味奶,2.8
120101,叶菜,5.8
120101,叶菜,1.96
201299,其它调味油,6.9
220205,中式糕点,17.8
220699,其他即食熟制品,1.2
210502,豆奶粉,18.3
120101,叶菜,5.56
100101,鲜猪肉,29.8
150505,冷藏营养酸乳,11.9
300602,洗衣液,29.9
120105,鲜调味,9.6
130801,现制蒸类,0.5
201105,香醋,1.3
120106,菌菇类,18
220512,豆类,4.3
120501,咸菜干货,2
201103,凉拌酱油,4.9
220605,鱼类,1
200809,淀/酵/碱粉,1.3
120102,根茎,3.96
130801,现制蒸类,6
100103,猪肉丝馅片,29.8
120106,菌菇类,9
340803,男运动袜,6.5
200807,调理粉,6.9
120102,根茎,3.8
220208,散称糕点,19
120104,花果,6.56
220208,散称糕点,25
340802,男绅士袜,6
152101,新鲜蛋品,6.78
120104,花果,1.98
230703,纯味酸乳饮,4.9
120102,根茎,3.96
120104,花果,2.58
120101,叶菜,5.6
220607,豆干类,1.3
311808,普通拖把,26
120106,菌菇类,9
220101,苏打,3.5
130201,卤制畜类,56
152101,新鲜蛋品,6.78
130803,现制烙类,1
120105,鲜调味,5.98
201301,番茄酱,7.7
301608,软抽纸巾,1.7
220109,薄脆,13.5
220299,其他糕点,15.8
120102,根茎,7.6
220699,其他即食熟制品,17.9
151805,利乐枕纯奶,2.7
201499,其它酱菜,13.8
200804,其他鲜味精,8.2
220108,粗粮/蔬菜,14.9
220405,山楂,4.9
220208,散称糕点,31.8
151901,外送咸面包,2.3
220302,袋装薯片,4.3
220302,袋装薯片,3.6
110201,冷冻海鱼,7.98
200604,糯米粉,7.9
201303,火锅底料,8.9
200805,香辛粉,7.9
220202,蛋糕,7.7
130801,现制蒸类,6
311907,梳子/镜子,12.9
220302,袋装薯片,4
200903,绵白糖,6.8
120307,蕉类,5.96
300602,洗衣液,35.9
120104,花果,4.98
200501,挂面,6.9
311604,保鲜袋,10
220499,其他蜜饯,6.9
151299,其它汤圆,8.3
120102,根茎,3.96
120102,根茎,2.56
120102,根茎,3.96
301608,软抽纸巾,13.9
130801,现制蒸类,6
200806,香辛料,2.9
230701,果味乳饮,2
300401,鞋刷、鞋檫,5.9
210109,营养奶粉,20.9
301603,无芯纸,15.9
230301,柳橙饮料,14
120104,花果,9.6
120104,花果,1.8
120105,鲜调味,5.98
120102,根茎,7.6
201107,滴醋,3.8
151801,利乐砖纯奶,3
120106,菌菇类,9
152101,新鲜蛋品,6.78
220308,散称膨化,55.8
120307,蕉类,5.96
220599,其他炒货,4.3
120302,苹果类,27.8
300802,润发护发,14.5
301603,无芯纸,14.5
200301,牛肉口味,3
301106,手足保养品,3.9
201107,滴醋,3.8
120102,根茎,4
201502,水果罐头,11.9
220513,香瓜子,4.7
120303,梨类,3.18
120103,芽菜,1.48
200903,绵白糖,6.8
220405,山楂,4.9
201302,辣酱,7.7
120103,芽菜,1.48
301303,成人牙刷,2
220399,其他膨化点心,1
151802,利乐砖加味奶,4.9
201403,笋类,1.5
151701,猪肉火腿肠,16.3
120106,菌菇类,6.56
201111,料酒,1.9
220302,袋装薯片,2.3
220208,散称糕点,27.8
120101,叶菜,2.56
120102,根茎,3.96
220405,山楂,4.7
151299,其它汤圆,5.9
300801,洗发水,37.9
301608,软抽纸巾,21.9
100402,分割鸡件,19
120102,根茎,1.8
151701,猪肉火腿肠,16.3
220399,其他膨化点心,4.9
120101,叶菜,6.56
300202,洁厕剂,19.9
340701,女棉长/短筒袜,9.5
120313,其它水果,30
301004,婴幼儿护肤用品,27.9
150504,冷藏乳酸菌,12.9
100101,鲜猪肉,19.8
120313,其它水果,30
120101,叶菜,1.96
200809,淀/酵/碱粉,5.3
220111,趣味/休闲,4.5
120313,其它水果,30
100104,猪骨,41.8
120302,苹果类,27.8
120102,根茎,3.96
120102,根茎,1.8
220901,威化巧克力,8
220405,山楂,25.8
120102,根茎,3.96
201111,料酒,1.9
120102,根茎,1.96
220902,夹心巧克力,4.5
152101,新鲜蛋品,6.78
210109,营养奶粉,20.9
120313,其它水果,5.96
120102,根茎,4
301301,成人牙膏,24.9
201401,榨菜,1.7
231099,其他葡萄果酒,13.9
230304,植物蛋白饮料,4
120104,花果,1.98
120313,其它水果,30
120313,其它水果,30
152101,新鲜蛋品,6.78
120101,叶菜,5.6
120303,梨类,3.18
220106,钙奶,21.9
220405,山楂,3.9
340701,女棉长/短筒袜,6
220513,香瓜子,9.5
151299,其它汤圆,8.3
120105,鲜调味,9.6
120302,苹果类,27.8
220205,中式糕点,39.6
120104,花果,9.6
201401,榨菜,0.5
120309,进口水果,15.9
220513,香瓜子,6.5
120103,芽菜,1.48
201107,滴醋,8.2
120101,叶菜,6
220205,中式糕点,17.8
110204,冷冻软足体,1
120102,根茎,3.96
151206,无馅汤圆,4.9
150504,冷藏乳酸菌,12.9
301608,软抽纸巾,15.9
120303,梨类,4
201405,腐乳,6.7
300701,香皂,4.7
200906,冰糖,9.5
151099,其它水饺,10.3
100101,鲜猪肉,19.8
151299,其它汤圆,8.7
300604,洗衣皂,24.9
300701,香皂,4.9
220112,饼干礼盒,16.3
120313,其它水果,30
220507,果片,5.3
150503,冷藏果粒酸乳,8.9
200201,牛肉口味,14.7
200607,杂粮,17.9
340701,女棉长/短筒袜,7.5
220599,其他炒货,19.8
151805,利乐枕纯奶,2.7
130801,现制蒸类,6
201301,番茄酱,7.9
120104,花果,7.8
150502,冷藏加味酸乳,2.4
200902,功能盐,2.5
100101,鲜猪肉,19.8
151813,利乐砖乳酸菌,5.3
220403,梅,5.5
220512,豆类,4.3
150101,香肠类,2
120102,根茎,5.8
220110,简装/压缩,3.5
220106,钙奶,3.9
301303,成人牙刷,4.9
151299,其它汤圆,8.7
120303,梨类,3.18
201502,水果罐头,8.9
120104,花果,5.6
200701,木耳,89.8
200806,香辛料,2.3
220205,中式糕点,17.8
100401,整鸡,10.8
220203,蛋卷,6.5
220111,趣味/休闲,4.9
220111,趣味/休闲,5.7
200105,干脆面,0.5
120102,根茎,5
300701,香皂,4.9
220607,豆干类,39.8
120307,蕉类,5.96
210402,奶茶饮品,3
301603,无芯纸,1.7
120205,豆类料理,27.2
120104,花果,2.58
201499,其它酱菜,11.8
120303,梨类,3.18
120104,花果,7.96
311702,百洁布,6.9
333002,春节饰品,17
150504,冷藏乳酸菌,11.5
301701,儿童纸尿裤,17.7
220604,蛋类,1.1
120101,叶菜,5.6
120106,菌菇类,9
151701,猪肉火腿肠,7.9
151701,猪肉火腿肠,16.3
220514,西瓜子,9.7
220111,趣味/休闲,3.5
120102,根茎,4
200704,蔬菜,9.5
200711,豆制品,21.6
150506,冷藏原味鲜乳,12.8
110201,冷冻海鱼,7.98
130101,凉拌素食,20
152101,新鲜蛋品,6.78
120104,花果,2.58
120106,菌菇类,16.8
120101,叶菜,5.6
301102,洁面乳,19.9
100102,猪下水,19.8
220707,棉花糖,4.2
200604,糯米粉,7.9
120303,梨类,3.18
200604,糯米粉,7.9
231404,预调酒,12.9
300202,洁厕剂,8.5
152101,新鲜蛋品,6.78
120302,苹果类,17.8
230304,植物蛋白饮料,3.8
150101,香肠类,16.5
120104,花果,9.6
220299,其他糕点,10.5
120104,花果,1.6
151805,利乐枕纯奶,2.7
220603,禽肉,1.2
120101,叶菜,1.96
201107,滴醋,4.2
120104,花果,5.8
120104,花果,2.58
120104,花果,6.56
120109,其它蔬菜,7.96
220110,简装/压缩,19.8
120302,苹果类,27.8
300604,洗衣皂,9.9
301802,夜用卫生巾,8.9
220513,香瓜子,6.7
120201,豆腐,2
200302,猪肉口味,5.7
220599,其他炒货,4.3
220302,袋装薯片,3.3
120302,苹果类,11.98
151813,利乐砖乳酸菌,5.5
120204,豆干豆皮,6.96
200803,鸡精,8.5
120107,有机蔬菜,5
331903,中性笔,1.5
220405,山楂,4.9
120102,根茎,2.56
220202,蛋糕,7.7
120101,叶菜,12
220513,香瓜子,4.3
120302,苹果类,27.8
120102,根茎,4
120102,根茎,1.8
151701,猪肉火腿肠,5.7
200302,猪肉口味,4.9
152101,新鲜蛋品,6.78
220299,其他糕点,7.9
151299,其它汤圆,8.3
120102,根茎,7.8
120313,其它水果,30
120313,其它水果,30
100101,鲜猪肉,29.8
130102,凉拌荤食,35.6
332003,水彩笔,23.5
220515,南瓜子,8.3
120313,其它水果,30
130801,现制蒸类,6
120104,花果,1.98
120301,柑桔柚类,2
151802,利乐砖加味奶,5
220115,散称饼干,19.8
311803,马桶刷/抽子,10
100104,猪骨,41.8
150504,冷藏乳酸菌,12.9
201502,水果罐头,7.3
220106,钙奶,2.7
301608,软抽纸巾,8.9
311008,筷子,8
201502,水果罐头,14.9
200805,香辛粉,2
220602,猪肉干,12.9
120302,苹果类,11.98
220403,梅,5.9
201111,料酒,3.9
301301,成人牙膏,4.9
120101,叶菜,5.6
220710,棒糖,87.8
200199,其他袋装面,1.3
130101,凉拌素食,20
200599,其他煮食面/粉,4.9
220299,其他糕点,10.9
220102,夹心,5.3
152101,新鲜蛋品,6.78
201103,凉拌酱油,6.7
120104,花果,1.98
220599,其他炒货,4.3
120303,梨类,3.18
311701,钢丝球,4.5
331903,中性笔,1.5
150503,冷藏果粒酸乳,6.9
200807,调理粉,3.3
200203,禽肉口味,11.3
200503,儿童挂面,6.7
200105,干脆面,0.5
220108,粗粮/蔬菜,4.9
220107,酥性,19.6
332005,油画棒,9.3
201405,腐乳,6.7
220208,散称糕点,19
300701,香皂,4.9
332302,练习簿,0.5
120102,根茎,7.6
120313,其它水果,30
151805,利乐枕纯奶,2.7
220201,派,11.5
120106,菌菇类,9
220111,趣味/休闲,13.9
120102,根茎,7.8
220302,袋装薯片,7.5
301304,儿童牙刷,25.9
340701,女棉长/短筒袜,7
230103,果味型,6.9
301004,婴幼儿护肤用品,15.9
301302,儿童牙膏,6.7
200902,功能盐,2.8
120103,芽菜,2.78
220599,其他炒货,64
120104,花果,2.58
120106,菌菇类,9
300203,消毒剂,7.9
301303,成人牙刷,7.9
120104,花果,2.58
120101,叶菜,12
152101,新鲜蛋品,6.78
100101,鲜猪肉,19.8
220502,带壳花生,11.8
220502,带壳花生,5.9
100404,调味鸡肉,19.6
220110,简装/压缩,19.8
220999,其他巧克力,117
120102,根茎,3.96
120102,根茎,5
151813,利乐砖乳酸菌,5.5
311801,手套,12
200503,儿童挂面,6.7
110201,冷冻海鱼,7.98
220801,无糖口香糖,16
300606,衣物柔顺剂,25.9
151901,外送咸面包,2.3
220111,趣味/休闲,4.5
220202,蛋糕,51.6
200809,淀/酵/碱粉,1.3
220603,禽肉,1.3
201103,凉拌酱油,5.7
120313,其它水果,30
200607,杂粮,17.9
100104,猪骨,41.8
301004,婴幼儿护肤用品,2.9
301804,卫生护垫,4.7
152101,新鲜蛋品,6.78
110302,干货虾蟹贝类,30
230199,苏打盐汽水,11.9
152101,新鲜蛋品,6.78
220110,简装/压缩,19.8
300701,香皂,4.7
301301,成人牙膏,12.9
342310,女羽绒服,65
152101,新鲜蛋品,19.8
200803,鸡精,4.3
120307,蕉类,5.96
311405,一次性垃圾袋,13
340802,男绅士袜,6
311702,百洁布,9
100101,鲜猪肉,27.8
200503,儿童挂面,18.5
200703,菇类,21.3
220603,禽肉,1.3
120109,其它蔬菜,7.96
220302,袋装薯片,2.3
120102,根茎,3.96
120313,其它水果,30
201502,水果罐头,5.9
301608,软抽纸巾,9.7
120313,其它水果,5.96
200903,绵白糖,6.8
120101,叶菜,12
120102,根茎,3.96
200301,牛肉口味,3.9
300601,洗衣粉,3.9
220302,袋装薯片,1
301603,无芯纸,15.9
120313,其它水果,30
220102,夹心,5.3
220705,润喉糖,8.5
120313,其它水果,23
200201,牛肉口味,14.7
301801,日用卫生巾,9.5
120301,柑桔柚类,15.98
120105,鲜调味,5.98
152101,新鲜蛋品,6.78
120104,花果,2.58
120109,其它蔬菜,12
120301,柑桔柚类,2
151099,其它水饺,10.3
120104,花果,1.8
201401,榨菜,1.7
201404,蔬菜,5.9
220512,豆类,19.8
311402,一次性台布手套,10
120104,花果,2.58
151801,利乐砖纯奶,65
220801,无糖口香糖,16.9
201401,榨菜,1.7
120109,其它蔬菜,7.96
220707,棉花糖,6
301608,软抽纸巾,2.9
200902,功能盐,2.3
120102,根茎,3.96
332005,油画棒,9.3
120103,芽菜,2.78
152101,新鲜蛋品,6.78
220604,蛋类,1.1
220102,夹心,4.3
220301,米制点心,13.5
311901,皂盒,7
120103,芽菜,1.48
151503,火锅丸类,32.6
120102,根茎,2.56
120109,其它蔬菜,7.96
151701,猪肉火腿肠,16.3
220703,软糖,6.2
311007,刀/叉/更,4.5
151901,外送咸面包,2.3
210503,芝麻糊,16.3
220513,香瓜子,8.7
150801,冷冻面食,18.9
200903,绵白糖,6.8
200902,功能盐,2.8
201106,陈醋,1.7
100101,鲜猪肉,19.8
301303,成人牙刷,2.9
100404,调味鸡肉,19.6
150502,冷藏加味酸乳,4.5
100604,腌腊香肠,29.9
120301,柑桔柚类,15.98
301301,成人牙膏,10.9
332302,练习簿,0.5
220802,有糖口香糖,9.7
230501,国产纯水,1.5
200803,鸡精,8.5
201302,辣酱,8.9
120109,其它蔬菜,12
220205,中式糕点,19.6
100103,猪肉丝馅片,29.8
220513,香瓜子,3.2
201107,滴醋,3.8
120104,花果,5.8
200604,糯米粉,7.9
231601,国产省内香烟,12
120313,其它水果,30
210301,咖啡,15.3
332205,双面胶,2.3
120101,叶菜,5.56
120105,鲜调味,5.98
150802,冷冻年糕,6.3
220208,散称糕点,23.8
220106,钙奶,13.9
120102,根茎,2.56
210402,奶茶饮品,4.9
120101,叶菜,5.8
150102,棒状火腿,13.3
201405,腐乳,6.7
152101,新鲜蛋品,6.78
120101,叶菜,6.56
231404,预调酒,13.8
120105,鲜调味,5.98
230801,纯豆奶,8.7
120313,其它水果,30
100101,鲜猪肉,27.8
120102,根茎,3.96
220107,酥性,3.9
120102,根茎,16
120102,根茎,2.56
220199,其他饼干,16.9
201499,其它酱菜,9.8
120101,叶菜,3.96
120102,根茎,7.6
220305,粟米类,2.9
301802,夜用卫生巾,5.9
333002,春节饰品,13
150502,冷藏加味酸乳,14.9
120302,苹果类,17.8
100101,鲜猪肉,29.8
221202,无糖休闲食品,25.6
120101,叶菜,3.96
120104,花果,5.8
120104,花果,2.58
120201,豆腐,1.5
200501,挂面,5.3
220302,袋装薯片,3.5
152101,新鲜蛋品,8.5
220801,无糖口香糖,9.9
220604,蛋类,3.2
301802,夜用卫生巾,12
301302,儿童牙膏,6.7
201499,其它酱菜,9.8
301804,卫生护垫,11.9
120101,叶菜,5.8
130101,凉拌素食,20
120101,叶菜,12
120102,根茎,3.96
201401,榨菜,0.5
200505,鸡蛋挂面,4.7
220102,夹心,11.3
120102,根茎,3.8
120102,根茎,3.96
100103,猪肉丝馅片,29.8
120105,鲜调味,6.56
151801,利乐砖纯奶,65
220513,香瓜子,9.3
120102,根茎,3.96
200101,牛肉口味,2.5
200501,挂面,5.3
100101,鲜猪肉,27.8
120102,根茎,20
152101,新鲜蛋品,6.78
120313,其它水果,30
201505,肉类罐头,8.9
120106,菌菇类,6.56
200607,杂粮,6.98
120101,叶菜,6.56
100101,鲜猪肉,29.8
120104,花果,9.6
201499,其它酱菜,2.7
120106,菌菇类,7.47
301304,儿童牙刷,7.9
100101,鲜猪肉,27.8
220202,蛋糕,10.5
220907,巧克力礼盒,79
120101,叶菜,6.56
301608,软抽纸巾,9.7
201499,其它酱菜,9.8
201499,其它酱菜,9.8
151299,其它汤圆,8.3
220513,香瓜子,17
151803,利乐砖营养奶,10.4
120303,梨类,11.98
120301,柑桔柚类,2
230102,原味型,4.9
120303,梨类,3.18
230304,植物蛋白饮料,11.3
231301,国产滋补酒,38.5
332303,记事本,9.3
201502,水果罐头,11.9
120309,进口水果,17.6
120313,其它水果,30
201111,料酒,6.7
120102,根茎,3.96
300902,剃须刀架,12.9
231007,水果酒,12.7
210601,蜂蜜,51.3
150802,冷冻年糕,5.5
220102,夹心,6.9
120104,花果,7.96
151902,外送甜面包,17.8
220301,米制点心,16.9
120102,根茎,1.8
120102,根茎,3.96
201302,辣酱,7.9
220304,薯条,5.9
130801,现制蒸类,6
120309,进口水果,15.9
120102,根茎,3.96
120303,梨类,3.18
150801,冷冻面食,10.3
201107,滴醋,3.8
220304,薯条,3.3
231404,预调酒,12.9
201201,芝麻油,11.7
120101,叶菜,2.56
120105,鲜调味,15.6
120101,叶菜,1.96
120104,花果,9.6
120101,叶菜,2.56
201401,榨菜,0.5
201107,滴醋,8.2
200505,鸡蛋挂面,5.9
220107,酥性,4.3
301801,日用卫生巾,9.5
220111,趣味/休闲,2.9
301301,成人牙膏,4.9
120303,梨类,3.18
201402,瓜类,7.3
120303,梨类,3.18
220409,果蔬干,11.9
301002,婴幼儿沐浴露,20
301802,夜用卫生巾,10.7
120102,根茎,56
231404,预调酒,13.8
231601,国产省内香烟,22
120307,蕉类,5.96
201401,榨菜,1.7
201003,花生油,109
220103,威化,19.8
130803,现制烙类,1
120105,鲜调味,5.98
230703,纯味酸乳饮,4.9
201499,其它酱菜,9.8
130801,现制蒸类,6
200202,猪肉口味,14.7
120104,花果,1.98
221101,进口休闲食品,11.8
151802,利乐砖加味奶,5
120101,叶菜,12
120104,花果,9.6
200501,挂面,5.3
200902,功能盐,2.3
120107,有机蔬菜,5
120106,菌菇类,6.56
120101,叶菜,5.6
120101,叶菜,6
151899,其他常温乳品,9.8
151199,其它馄饨,7.3
301603,无芯纸,14.5
301606,手帕纸,6.9
220399,其他膨化点心,2.9
120102,根茎,4
120101,叶菜,5.6
300804,美发造型,9.9
120104,花果,1.5
201401,榨菜,0.5
200608,杂粮粉,4
130102,凉拌荤食,35.6
230304,植物蛋白饮料,15.9
120201,豆腐,1.5
220801,无糖口香糖,10
201499,其它酱菜,2.7
201405,腐乳,6.7
200602,袋装白米,76.9
130801,现制蒸类,6
100103,猪肉丝馅片,29.8
201111,料酒,4.3
120101,叶菜,12
120104,花果,9.6
200907,功能糖,9.9
120204,豆干豆皮,7.76
120104,花果,2.58
130101,凉拌素食,20
301601,卷筒纸,15.3
231404,预调酒,13.8
300203,消毒剂,3.5
230304,植物蛋白饮料,5
120101,叶菜,3.96
301004,婴幼儿护肤用品,1.5
301603,无芯纸,24.9
210402,奶茶饮品,8.9
120104,花果,3.16
120104,花果,2.58
120104,花果,12
220399,其他膨化点心,3.3
120102,根茎,7.6
201001,大豆油,18.9
151701,猪肉火腿肠,13.3
120102,根茎,3.8
120106,菌菇类,6.56
120104,花果,1.98
130801,现制蒸类,0.5
230604,健康机能饮料,5.5
301608,软抽纸巾,13.9
120301,柑桔柚类,2
220106,钙奶,21.9
231404,预调酒,11.9
152101,新鲜蛋品,6.78
220113,进口饼干,9.9
200711,豆制品,21.6
301801,日用卫生巾,9.5
100402,分割鸡件,35.8
120101,叶菜,2.56
120104,花果,5.8
120104,花果,9.96
100101,鲜猪肉,29.8
120101,叶菜,6
130801,现制蒸类,6
151806,利乐枕加味奶,2.8
220701,硬糖,71
120201,豆腐,1.5
150802,冷冻年糕,7.7
220111,趣味/休闲,4.3
152101,新鲜蛋品,6.78
220801,无糖口香糖,10.9
120102,根茎,3.96
200607,杂粮,13.8
151803,利乐砖营养奶,76
230102,原味型,2.8
230304,植物蛋白饮料,3.9
301301,成人牙膏,4.9
120104,花果,1.98
201111,料酒,3.9
152103,松花蛋,18.5
201302,辣酱,7.3
231006,汽泡酒/香槟,15.9
120302,苹果类,27.8
100101,鲜猪肉,29.8
120313,其它水果,30
151299,其它汤圆,5.9
200902,功能盐,2.3
120201,豆腐,1.5
201401,榨菜,1.7
220107,酥性,19.6
120104,花果,1.6
200501,挂面,8.2
220302,袋装薯片,2.3
230701,果味乳饮,2.9
120307,蕉类,5.96
230304,植物蛋白饮料,8.9
120104,花果,1.98
201501,八宝粥,3.2
200903,绵白糖,6.8
201107,滴醋,3.8
120102,根茎,5.56
331903,中性笔,1.5
130801,现制蒸类,6
220999,其他巧克力,117
220306,综合包,33.9
120106,菌菇类,6.56
200608,杂粮粉,4.4
200506,蔬菜挂面,5.7
151704,蔬菜火腿肠,9.3
220302,袋装薯片,3.5
331905,笔芯,2.5
151901,外送咸面包,2.3
120302,苹果类,17.8
120104,花果,1.98
120104,花果,2.58
120101,叶菜,6.56
120204,豆干豆皮,7.76
220205,中式糕点,9.3
220208,散称糕点,51.6
201104,其他酱油,11.7
152103,松花蛋,19.6
200105,干脆面,1
201105,香醋,1.3
220202,蛋糕,51.6
301802,夜用卫生巾,11.9
150801,冷冻面食,18.9
120104,花果,2.58
120105,鲜调味,15.6
230399,其他果汁饮料,3
230604,健康机能饮料,4
130803,现制烙类,1
120104,花果,5.6
200605,饺子粉,35.9
120105,鲜调味,9.6
220111,趣味/休闲,4.3
220399,其他膨化点心,3.7
152101,新鲜蛋品,8.5
201104,其他酱油,12.9
332104,剪刀美工刀,4.5
